City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Marawi,PH,7.9986,124.2928,68.13,93,23,1.97,few clouds
447,Doha,QA,25.2867,51.5333,91.38,75,100,8.05,overcast clouds
448,Kalmunai,LK,7.4167,81.8167,77.9,66,17,5.59,few clouds
449,Liezen,AT,47.5667,14.2333,70.05,60,63,3.6,broken clouds
450,Samfya,ZM,-11.3649,29.5565,60.1,63,32,6.15,scattered clouds
451,Warrnambool,AU,-38.3833,142.4833,47.8,78,99,6.44,overcast clouds
452,Xunchang,CN,28.4543,104.715,79.93,93,60,1.45,broken clouds
453,Basco,PH,20.4487,121.9702,84.52,75,59,15.64,broken clouds
454,Bara,NG,10.3744,10.7288,74.3,91,100,14.85,moderate rain
455,Umea,SE,63.8284,20.2597,64.9,88,0,2.3,light rain
456,Umm Lajj,SA,25.0213,37.2685,84.38,75,89,8.97,overcast clouds
457,Kieta,PG,-6.2167,155.6333,79.03,78,98,1.45,overcast clouds
458,Vardo,NO,70.3705,31.1107,51.78,100,100,9.22,mist
459,Maun,BW,-19.9833,23.4167,59.18,37,0,6.15,clear sky
460,Ukiah,US,39.1502,-123.2078,94.44,45,0,5.99,clear sky
461,Cao Bang,VN,22.6667,106.25,74.41,98,24,1.66,few clouds
462,Sokoni,TZ,-6.4333,39.55,76.86,80,75,17.45,broken clouds
463,Sulangan,PH,11.1373,123.7228,83.07,76,82,5.88,broken clouds
464,Thunder Bay,CA,48.4001,-89.3168,73.38,40,20,9.22,few clouds
465,Turukhansk,RU,65.8167,87.9833,52.18,65,100,3.2,overcast clouds
466,Fonte Boa,BR,-2.4959,-66.2662,79.92,81,73,0.96,broken clouds
467,Kontagora,NG,10.3999,5.4695,73.27,91,87,4.52,overcast clouds
468,Geraldton,AU,-28.7667,114.6,57.61,94,4,10.36,clear sky
469,Kebumen,ID,-7.6687,109.6519,74.57,92,97,3.87,light rain
470,Burlington,US,39.8835,-74.6413,92.62,46,29,3.0,scattered clouds
471,Stankov,CZ,49.5535,13.0698,67.33,69,65,6.89,broken clouds
472,Chimore,BO,-16.9833,-65.1333,64.76,94,94,1.32,overcast clouds
473,Florence,IT,43.7667,11.25,80.28,64,0,3.44,clear sky
474,Moose Factory,CA,51.2585,-80.6094,66.18,45,0,8.05,haze
475,Harper,LR,4.375,-7.7169,76.06,80,100,11.25,overcast clouds
476,Pacific Grove,US,36.6177,-121.9166,77.38,71,24,5.99,few clouds
477,Ampanihy,MG,-24.7,44.75,61.14,69,0,5.01,clear sky
478,Stokmarknes,NO,68.5646,14.9108,55.38,82,100,2.3,overcast clouds
479,Kantunilkin,MX,21.0917,-87.45,90.16,49,95,8.16,overcast clouds
480,Nsoko,SZ,-27.0333,31.95,61.65,68,0,3.8,clear sky
481,Shitanjing,CN,39.2342,106.3439,74.68,57,54,4.14,broken clouds
482,Goure,NE,13.9835,10.2704,88.02,41,100,8.21,overcast clouds
483,Mehamn,NO,71.0357,27.8492,55.35,94,100,2.3,light rain
484,Fort Frances,CA,48.5999,-93.4003,79.16,55,3,1.01,clear sky
485,Port Shepstone,ZA,-30.7414,30.455,62.94,40,0,7.18,clear sky
486,Axim,GH,4.8699,-2.2405,74.97,87,99,8.3,overcast clouds
487,Sobolevo,RU,54.4299,31.8996,53.46,97,100,6.02,overcast clouds
488,Bajram Curri,AL,42.3554,20.0784,60.21,67,0,5.46,clear sky
489,Tynda,RU,55.1667,124.7167,61.81,96,100,2.37,light rain
490,Payakumbuh,ID,-0.2202,100.6308,69.93,98,100,2.04,overcast clouds
491,Lata,PT,40.1629,-8.3327,83.07,34,79,3.49,broken clouds
492,Male,MV,4.1748,73.5089,82.71,74,99,12.86,overcast clouds
493,Gravelbourg,CA,49.8834,-106.5512,92.57,25,49,13.13,scattered clouds
494,Christchurch,NZ,-43.5333,172.6333,50.92,60,40,9.22,scattered clouds
495,Chapais,CA,49.7834,-74.8492,67.78,47,94,7.29,overcast clouds
496,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,62,2,4.65,clear sky
497,Parabel,RU,58.6978,81.4825,53.71,70,79,5.39,broken clouds
498,Paoua,CF,7.2427,16.4406,67.6,89,89,2.26,overcast clouds
499,Songjianghe,CN,42.1859,127.479,60.66,98,99,3.69,overcast clouds
500,Novyy Urengoy,RU,66.0833,76.6333,52.97,66,100,6.22,overcast clouds
501,Winnemucca,US,40.973,-117.7357,100.45,10,0,18.41,clear sky
502,Sorong,ID,-0.8833,131.25,77.07,90,85,8.08,overcast clouds
503,Spartanburg,US,34.9496,-81.9321,82.51,79,40,0.0,scattered clouds
504,Jumla,NP,29.2747,82.1838,61.95,93,100,3.42,overcast clouds
505,San Carlos De Bariloche,AR,-41.1456,-71.3082,32.25,72,98,1.19,overcast clouds
506,Kandi,BJ,11.1342,2.9386,76.66,81,99,3.83,overcast clouds
507,Tay Ninh,VN,11.3,106.1,73.76,92,99,4.52,overcast clouds
508,Griffith,US,41.5284,-87.4237,82.31,68,0,12.66,clear sky
509,Sergeyevka,KZ,53.88,67.4158,62.24,79,17,1.68,few clouds
510,Machico,PT,32.7,-16.7667,72.01,79,40,4.61,scattered clouds
511,Urumqi,CN,43.801,87.6005,70.75,40,0,8.95,clear sky
512,Grand Gaube,MU,-20.0064,57.6608,66.6,85,72,3.0,broken clouds
513,Flin Flon,CA,54.7682,-101.865,86.97,32,0,13.71,clear sky
514,Barabai,ID,-2.5833,115.3833,72.88,99,100,2.46,light rain
515,Sao Filipe,CV,14.8961,-24.4956,75.06,79,47,11.72,scattered clouds
516,Solnechnyy,RU,50.7214,136.6319,66.49,93,90,3.02,overcast clouds
517,Havre,FR,49.5833,0.3333,72.19,77,0,3.44,clear sky
518,Poum,NC,-20.2333,164.0167,73.44,67,97,16.17,overcast clouds
519,Sinjar,IQ,36.3209,41.8754,88.0,20,4,17.98,clear sky
520,Fare,PF,-16.7,-151.0167,77.79,73,26,17.69,scattered clouds
521,Lulea,SE,65.5842,22.1547,60.87,88,96,2.3,overcast clouds
522,North Myrtle Beach,US,33.816,-78.68,84.25,84,0,16.11,clear sky
523,Bonavista,CA,48.6499,-53.1147,61.38,79,98,20.56,overcast clouds
524,Livingston,GB,55.9029,-3.5226,56.26,73,0,6.91,clear sky
525,Gweta,BW,-20.1833,25.2333,60.44,35,0,7.58,clear sky
526,Swan River,CA,52.1058,-101.2676,79.97,65,8,10.22,clear sky
527,Ocean City,US,39.2776,-74.5746,91.29,68,23,4.0,few clouds
528,Saint-Joseph,RE,-21.3667,55.6167,64.78,73,23,10.63,few clouds
529,Praya,CV,14.9215,-23.5087,74.71,82,25,14.56,scattered clouds
530,Siyabuswa,ZA,-25.1132,29.0445,56.89,46,4,3.27,clear sky
531,Mogadishu,SO,2.0371,45.3438,76.62,88,100,18.52,light rain
532,Fort Nelson,CA,58.8053,-122.7002,65.7,38,100,6.93,overcast clouds
533,Half Moon Bay,US,37.4636,-122.4286,85.53,66,100,19.57,overcast clouds
534,Coquimbo,CL,-29.9533,-71.3436,55.24,85,99,5.93,overcast clouds
535,Kirchhundem,DE,51.1,8.1,69.26,75,87,3.27,overcast clouds
536,Tuy Hoa,VN,13.0833,109.3,76.46,89,100,10.92,heavy intensity rain
537,Verkhnevilyuysk,RU,63.4453,120.3167,61.97,96,99,3.29,light rain
538,Port Blair,IN,11.6667,92.75,81.54,82,100,19.33,overcast clouds
539,San Cristobal,VE,7.7669,-72.225,78.17,53,51,4.61,broken clouds
540,Owensboro,US,37.7742,-87.1133,89.98,44,1,8.3,clear sky
541,Belawan,ID,3.7755,98.6832,77.29,94,100,3.36,overcast clouds
542,Polovinnoye,RU,54.7914,65.9864,63.86,71,2,4.59,clear sky
543,Yatou,CN,37.15,122.3833,72.91,91,19,2.68,few clouds
544,Mount Pleasant,US,32.7941,-79.8626,82.0,89,75,6.91,light rain
545,Riyadh,SA,24.6877,46.7219,90.09,11,100,9.75,overcast clouds
546,Sept-Iles,CA,50.2001,-66.3821,62.82,58,75,7.49,broken clouds
547,Maria Aurora,PH,15.7967,121.4737,76.32,92,100,2.66,overcast clouds
548,Taltal,CL,-25.4,-70.4833,57.02,76,90,4.12,overcast clouds
549,Almaznyy,RU,48.0448,40.045,69.82,30,81,8.21,broken clouds
550,Rockhampton,AU,-23.3833,150.5,49.89,62,0,11.5,clear sky
551,Wanaka,NZ,-44.7,169.15,39.11,97,93,1.01,overcast clouds
552,Porto Novo,BJ,6.4965,2.6036,75.45,86,100,8.3,overcast clouds
553,Phan Thiet,VN,10.9333,108.1,75.72,91,100,9.91,overcast clouds
554,Nuuk,GL,64.1835,-51.7216,54.21,66,20,5.75,few clouds
555,Methoni,GR,36.8197,21.7049,67.21,65,41,4.97,scattered clouds
556,Mazeikiai,LT,56.3167,22.3333,57.49,96,51,6.29,broken clouds
557,Andra,RU,62.5147,65.8878,64.58,80,11,2.51,few clouds
558,Pandan,PH,14.0453,124.1694,80.51,87,82,4.97,broken clouds
559,Walvis Bay,NA,-22.9575,14.5053,54.09,68,0,10.87,clear sky
560,Port Keats,AU,-14.25,129.55,56.5,38,8,10.33,clear sky
561,Tari,NG,12.4086,4.4914,83.03,64,79,8.46,broken clouds
562,Presidente Epitacio,BR,-21.7633,-52.1156,69.94,68,62,6.76,broken clouds
563,Rosario Do Sul,BR,-30.2583,-54.9142,49.08,88,0,10.92,clear sky
564,Kathmandu,NP,27.7167,85.3167,71.82,94,75,2.3,broken clouds
565,Ahuimanu,US,21.4447,-157.8378,87.51,76,75,23.02,light rain
566,Corinto,GR,37.9407,22.9573,70.9,55,60,5.57,broken clouds
567,Hue,VN,16.4667,107.6,77.11,100,40,1.14,scattered clouds
568,Dingle,PH,10.9995,122.6711,75.96,91,31,1.83,scattered clouds
569,Afrikanda,RU,67.4429,32.7828,59.14,97,100,9.69,light rain
570,Nyrob,RU,60.733,56.7202,64.38,93,95,3.8,overcast clouds
571,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.14,93,22,10.38,few clouds
572,Bonnyville,CA,54.2668,-110.735,74.95,61,69,8.19,broken clouds
573,Diyarb Najm,EG,30.7542,31.4393,70.77,79,0,7.16,clear sky
574,Havoysund,NO,70.9963,24.6622,57.43,95,100,6.73,overcast clouds
575,Pakokku,MM,21.3333,95.1,81.14,77,99,7.31,overcast clouds
576,Camara De Lobos,PT,32.6333,-16.9667,72.01,85,40,4.61,scattered clouds
577,Seoul,KR,37.5683,126.9778,74.59,95,100,1.41,overcast clouds
578,Brae,GB,60.3964,-1.353,51.39,91,100,9.75,light rain
579,Atambua,ID,-9.1061,124.8925,65.84,81,59,6.87,broken clouds
580,Matagami,CA,49.7502,-77.6328,69.91,52,75,14.97,broken clouds
581,Ranong,TH,9.9658,98.6348,77.85,86,100,10.83,light rain
582,Poya,NC,-21.35,165.15,70.72,78,89,10.65,overcast clouds
583,Dunkirk,FR,51.05,2.3667,69.01,83,100,11.12,overcast clouds
584,Wuan,CN,31.6836,112.0044,80.4,91,100,1.28,overcast clouds
585,Acarau,BR,-2.8856,-40.12,79.47,81,65,17.9,broken clouds
586,Caxito,AO,-8.5785,13.6643,66.07,97,9,1.7,clear sky
587,Byron Bay,AU,-28.65,153.6167,52.95,73,65,18.48,broken clouds
588,Tutoia,BR,-2.7619,-42.2744,79.39,82,59,9.8,broken clouds
589,Weihai,CN,37.5017,122.1136,72.48,94,10,3.42,clear sky
590,Luoyang,CN,34.6836,112.4536,78.62,83,66,3.27,broken clouds
591,Morgan City,US,29.6994,-91.2068,84.99,82,100,8.16,overcast clouds
592,Makakilo City,US,21.3469,-158.0858,81.68,73,5,19.93,clear sky
593,Ati,TD,13.2154,18.3353,79.68,71,100,7.38,overcast clouds
594,Natal,BR,-5.795,-35.2094,79.45,78,75,6.91,broken clouds
595,Skjervoy,NO,70.0311,20.9714,57.2,91,100,4.85,overcast clouds
596,Lagos,NG,6.5833,3.75,75.61,89,100,6.49,overcast clouds
597,Ferry Pass,US,30.5102,-87.2125,85.64,80,40,8.05,scattered clouds
598,Hengshui,CN,37.7322,115.7011,75.2,87,0,2.82,clear sky
599,Grande Prairie,CA,55.1667,-118.8027,67.98,40,14,17.9,few clouds
600,Sungaipenuh,ID,-2.0833,101.3833,64.31,96,100,2.64,overcast clouds
601,Nagato,JP,34.3833,131.2,75.6,87,100,9.64,overcast clouds
602,Gawler,AU,-34.6,138.7333,47.71,92,0,3.56,clear sky
603,Pringsewu,ID,-5.3582,104.9744,73.63,97,100,0.67,overcast clouds
604,Khudumelapye,BW,-23.8833,24.75,57.6,40,4,5.91,clear sky
605,Rosarito,MX,32.3333,-117.0333,87.64,66,99,12.88,overcast clouds
606,Luanda,AO,-8.8368,13.2343,67.82,94,12,7.94,few clouds
607,Novikovo,RU,51.1537,37.8879,60.76,60,92,4.45,overcast clouds
608,Khani,GE,41.9563,42.9566,60.37,98,97,1.23,overcast clouds
609,Paita,PE,-5.0892,-81.1144,66.67,76,29,17.69,scattered clouds
610,Springbok,ZA,-29.6643,17.8865,44.06,58,0,1.3,clear sky
611,Benjamin Hill,MX,30.1667,-111.1,98.1,30,9,6.82,clear sky
612,Newton Stewart,GB,54.9578,-4.4832,53.96,86,77,5.12,broken clouds
613,Holden,US,42.3518,-71.8634,85.82,52,0,8.05,clear sky
614,Moron,AR,-34.6534,-58.6198,55.15,73,99,7.31,overcast clouds
615,Tanggul,ID,-8.1645,113.4525,73.17,95,98,1.03,overcast clouds
616,Svetlogorsk,BY,52.6333,29.7333,54.97,98,96,6.93,overcast clouds
617,Hohhot,CN,40.8106,111.6522,67.95,43,62,7.18,broken clouds
618,Straumen,NO,63.8709,11.2999,53.6,91,73,2.8,broken clouds
619,Do Gonbadan,IR,30.3586,50.7981,89.11,9,0,6.31,clear sky
620,Usinsk,RU,65.9939,57.5281,66.31,71,54,4.63,broken clouds
621,Kodino,RU,63.7198,39.6447,65.48,76,96,4.76,overcast clouds
622,Black River,JM,18.0264,-77.8487,80.2,80,53,7.34,broken clouds
623,Flagstaff,US,35.1981,-111.6513,87.46,37,75,6.91,broken clouds
624,Meteti,PA,8.4983,-77.9786,80.22,83,100,5.03,overcast clouds
625,Galveston,US,29.3669,-94.9669,96.1,66,0,13.8,clear sky
626,Zhizdra,RU,53.746,34.7395,54.01,95,100,7.74,overcast clouds
627,Progreso,MX,21.2833,-89.6667,88.11,71,100,15.57,overcast clouds
628,Port-Cartier,CA,50.0334,-66.8654,60.78,68,96,1.86,overcast clouds
629,Silvassa,IN,20.2667,73.0167,77.14,94,100,8.68,moderate rain
630,Colac,AU,-38.3333,143.5833,45.18,84,84,2.95,broken clouds
631,Pangody,RU,65.85,74.4859,55.49,63,100,5.7,overcast clouds
632,Devonport,AU,-41.1667,146.35,41.02,80,12,5.19,few clouds
633,Vagur,FO,61.4732,-6.8119,48.69,85,100,5.66,overcast clouds
634,Gabu,GW,12.2833,-14.2167,76.3,95,100,5.5,light rain
635,Boyolangu,ID,-8.1181,111.8935,74.68,92,100,3.91,overcast clouds
636,Sciacca,IT,37.5082,13.0881,77.04,69,0,6.53,clear sky
637,Mandali,IQ,33.7499,45.5541,93.96,16,3,10.0,clear sky
638,Opuwo,NA,-18.0607,13.84,60.15,37,0,8.14,clear sky
639,Naliya,IN,23.2667,68.8333,81.88,89,36,7.34,scattered clouds
640,Viedma,AR,-40.8135,-62.9967,47.41,40,100,6.17,overcast clouds
641,Sasaram,IN,24.951,84.0149,87.94,60,5,10.85,clear sky
642,Kijang,KR,35.2442,129.2139,76.93,96,100,9.4,overcast clouds
643,Chancay,PE,-11.5714,-77.2672,62.08,80,12,9.73,few clouds
644,Novotroitskaya,RU,45.3267,41.5253,68.65,94,18,6.04,few clouds
645,Pokhara,NP,28.2333,83.9833,71.83,91,99,3.65,overcast clouds
646,Ozinki,RU,51.1786,49.6769,75.52,58,100,5.5,light rain
647,Noumea,NC,-22.2763,166.4572,72.0,99,95,18.9,overcast clouds
648,Red Wing,US,44.5625,-92.5338,80.37,57,52,3.0,broken clouds
649,Broken Hill,AU,-31.95,141.4333,39.07,85,0,6.58,clear sky
650,Tartus,SY,34.889,35.8866,77.29,77,0,5.37,clear sky
651,Ayagoz,KZ,47.9714,80.4392,57.78,46,79,9.28,broken clouds
652,Killybegs,IE,54.6333,-8.45,53.87,90,66,8.63,broken clouds
653,Northam,GB,51.0333,-4.2167,61.39,74,100,11.07,overcast clouds
654,Yurginskoye,RU,56.8189,67.3921,62.76,95,41,5.99,scattered clouds
655,Rosita,NI,13.9268,-84.4032,78.44,95,100,3.33,overcast clouds
656,Bambanglipuro,ID,-7.95,110.2833,75.31,91,100,6.22,overcast clouds
657,Vallenar,CL,-28.5708,-70.7581,54.7,74,3,8.84,clear sky
658,Altamira,BR,-3.2033,-52.2064,79.52,68,72,2.28,broken clouds
659,Shakawe,BW,-18.3667,21.85,56.64,42,0,4.92,clear sky
660,Diapaga,BF,12.0708,1.7889,79.16,71,100,5.41,overcast clouds
661,Xichang,CN,27.8964,102.2634,65.98,91,40,0.81,scattered clouds
662,Khanino,RU,54.211,36.6229,57.31,91,94,5.84,overcast clouds
663,Gemena,CD,3.25,19.7667,71.22,95,99,1.36,overcast clouds
664,Fruitvale,US,39.0817,-108.4968,100.33,17,0,3.44,clear sky
665,Waspan,NI,14.7419,-83.9717,80.13,86,84,6.67,broken clouds
666,Malpe,IN,13.35,74.7167,74.5,83,100,19.55,light rain
667,Krasnyy Yar,RU,46.5331,48.3456,75.13,44,67,7.05,broken clouds
668,Bereda,ES,43.2686,-7.5406,71.15,88,99,1.95,overcast clouds
669,Dong Hoi,VN,17.4833,106.6,78.58,88,100,5.26,overcast clouds
670,Tokomaru,NZ,-40.4667,175.5,57.04,96,39,1.01,scattered clouds
671,Camacha,PT,33.0833,-16.3333,65.62,73,20,2.3,few clouds
672,Rawah,IQ,34.4816,41.9093,89.78,19,61,13.67,broken clouds
